search_size,threads,mapper_time,energy,latency
4000,12,2.4225218296051025,10.075220869497487,0.678428672
8000,12,3.1065967082977295,10.075220869497487,0.678428672
16000,12,4.173377275466919,10.075220869497487,0.678428672
32000,12,6.755627155303955,10.075220869497487,0.678428672
64000,12,15.754106044769287,5.100106675671532,0.536870912
128000,12,35.88205027580261,1.9860698434843445,0.536870912
