lfp,mapper_time,energy,latency
4,0.3583259582519531,8.22872981372928,1.145046048
5,1.318817138671875,3.4217868971212804,0.076546177
6,9.590405941009521,3.2339261181132803,0.075501312
7,31.394225358963013,2.5336618994892803,0.084935201
8,101.5067138671875,2.5336618994892803,0.084935201
9,485.30976724624634,2.5336618994892803,0.084935201
