search_size,threads,mapper_time,energy,latency
500,12,3.0532724857330322,1.9321497932582092,0.10066329600000001
1000,12,6.31866979598999,1.9321497932582092,0.10066329600000001
2000,12,15.760864496231079,1.9321497932582092,0.10066329600000001
4000,12,35.48992729187012,1.9321497932582092,0.10066329600000001
8000,12,44.32268977165222,1.441371783084114,0.067108864
