lfp,mapper_time,energy,latency
4,0.24808526039123535,4.84027744124928,0.269484094
5,1.1372203826904297,1.8442420538572801,0.151259327
6,6.416130542755127,1.71719868284928,0.155192639
7,24.79287314414978,1.44121138249728,0.138676463
8,78.9410126209259,1.44121138249728,0.138676415
9,384.4918189048767,1.44121138249728,0.138676415
